CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50119908,FLOWER AND DESSERT,Queens,13340,37TH AVE,11354,9173469982,Coffee/Tea,08/15/2022,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,32,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.760640593287,-73.83353604429,407,20,087100,4532157,4049720034,QN22,
50073746,GOLDEN CITY SEAFOOD RESTAURANT,Brooklyn,6418,20 AVENUE,11204,7182566888,Asian/Asian Fusion,07/11/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,10/09/2024,Cycle Inspection / Initial Inspection,40.616956249234,-73.985415684283,311,43,025400,3133617,3055480145,BK28,
50104793,TACO BELL,Brooklyn,1047,SURF AVENUE,11224,6103060126,Tex-Mex,02/21/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13,A,02/21/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.57550621668,-73.978977687175,313,48,035000,3196573,3072680250,BK23,
50107116,HAPPY GARDEN,Brooklyn,7211,3 AVENUE,11209,7187481113,Chinese,11/05/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,11/05/2021,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.633354078529,-74.026999709129,310,43,006600,3147329,3059080007,BK31,
50144185,SHUI KEE,Queens,4142A,MAIN ST,11355,9295087177,Chinese,03/25/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,29,N,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.757087646534,-73.828971634313,407,20,084900,4533985,4050420043,QN22,
50040836,KENNEDY'S FRIED CHICKEN & BISCUITS,Bronx,4652,3 AVENUE,10458,7186849969,Chicken,05/16/2022,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,0,,,10/09/2024,Cycle Inspection / Initial Inspection,40.857544338516,-73.891097049268,206,15,038700,2011751,2030570002,BX06,
41489751,HUDSON CLEARWATER,Manhattan,447,HUDSON STREET,10014,2129893255,French,06/06/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,,,10/09/2024,Cycle Inspection / Initial Inspection,40.731049080016,-74.006729192073,102,03,006900,1067303,1006030072,MN23,
50017407,CROWN FRIED CHICKEN,Queens,87-92,PARSONS BOULEVARD,11432,3475925020,Chicken,08/29/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,0,,,10/09/2024,Cycle Inspection / Re-inspection,40.706991274703,-73.802381139824,412,27,023600,4208935,4097630042,QN35,
50106148,QUATORZE,Manhattan,1578,1 AVENUE,10028,2125351414,French,12/09/2021,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,32,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.77437591486,-73.951182393452,108,05,013600,1050401,1015620001,MN32,
41234821,GYU-KAKU JAPANESE BBQ,Manhattan,34,COOPER SQUARE,10003,2124752989,Japanese,04/11/2022,Violations were cited in the following area(s).,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.728147701904,-73.990933125684,103,02,004200,1082210,1005440045,MN22,
50130631,Yong Sheng Garden Chinese Restaurant,Manhattan,2825,FRDRK DGLSS BLVD,,2128622702,Chinese,07/02/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,82,,,10/09/2024,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50068253,ICE CREAM HOUSE ON 36,Brooklyn,2,CHURCH AVENUE,11218,7189720222,Jewish/Kosher,11/28/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,38,,,10/09/2024,Cycle Inspection / Re-inspection,40.641222580335,-73.983241191485,312,39,022600,3125055,3053490084,BK88,
41630358,FAY DA BAKERY,Queens,40-24,COLLEGE POINT BOULEVARD,11354,7184469331,Bakery Products/Desserts,09/24/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,09/24/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.757688085016,-73.834128206733,407,20,087100,4000000,4050667502,QN22,
50032689,LIU'S SHANGHAI,Brooklyn,1869,BATH AVENUE,11214,7182566868,Chinese,02/08/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,30,C,02/08/2023,10/09/2024,Cycle Inspection / Re-inspection,40.602895561228,-74.004278217849,311,38,028000,3167777,3064050047,BK27,
50142572,DUKAAN BOYZ GRILL,Queens,6537,99TH ST,11374,7188085744,American,01/26/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,01/26/2024,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.728597173307,-73.855033594642,406,29,071304,4050929,4021160001,QN17,
50017814,MAX'S DELI & COFFEE SHOP,Brooklyn,2623,ATLANTIC AVENUE,11207,9179668200,Sandwiches,08/23/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,120,,,10/09/2024,Cycle Inspection / Re-inspection,40.675693588245,-73.897523885758,305,37,119800,3083283,3036690039,BK82,
50051455,TIME TEQUILA BAR CAFE,Queens,675A,SENECA AVE,11385,3477407385,Mexican,09/13/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,22,,,10/09/2024,Cycle Inspection / Initial Inspection,40.703180669702,-73.90831219169,405,34,054900,,4,QN20,
50018603,SPICY PIZZA,Queens,4322,43RD AVE,11104,7187066655,Pizza,06/23/2022,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,42,,,10/09/2024,Cycle Inspection / Initial Inspection,40.745176721685,-73.920849288169,402,26,018300,4001931,4001620023,QN31,
50082616,"MEGAN'S BAR AND KITCHEN, KEVIN'S PUB",Manhattan,7,WEST   45 STREET,10036,2128692225,American,07/13/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35,C,07/13/2022,10/09/2024,Cycle Inspection / Re-inspection,40.755670815603,-73.980100910639,105,04,009600,1034250,1012610030,MN17,
50160127,TERIYAKI & SUSHI,Brooklyn,9605,CHURCH AVENUE,11212,7186038933,,01/01/1900,,,,Not Applicable,,,,10/09/2024,,40.655792001004,-73.915318995718,317,41,089000,3102676,3046930008,BK96,
50113185,OHK-DOG,Queens,13617,39TH AVE,11354,9174166584,Korean,11/22/2023,Violations were cited in the following area(s).,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.760330552591,-73.82987293105,407,20,087100,4534816,4049787501,QN22,
50119201,DIN SOUP DUMPLING,Brooklyn,162,MONTAGUE STREET,11201,7185503888,Chinese,11/03/2022,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.694376195237,-73.992845391234,302,33,000502,3002092,3002490042,BK09,
50142894,MANHATTAN SCHOOL OF MUSIC,Manhattan,120,CLAREMONT AVENUE,10027,9174934442,American,09/13/2024,Violations were cited in the following area(s).,19-07,"Failure to maintain a sufficient supply of single-use, non-compostable plastic straws.",Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.812468880147,-73.961930662882,109,07,021100,1076684,1019930001,MN09,
50123802,GOLDEN GATE EXPRESS,Bronx,300,WEST  231 STREET,10463,7188840077,Chinese,10/30/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,10/09/2024,Cycle Inspection / Initial Inspection,40.880881500739,-73.908539922699,208,11,028900,2087521,2057120125,BX29,
50091666,CHICKEN HOT POT,Queens,4181,BOWNE ST,11355,3476446767,Chinese,03/27/2023,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,Critical,49,C,03/27/2023,10/09/2024,Cycle Inspection / Re-inspection,40.757558245092,-73.822559781368,407,20,085700,4117063,4051830001,QN22,
50119301,YANG NO 1 CHINESE ASIAN RESTAURANT,Brooklyn,109,SOUTH PORTLAND AVENUE,11217,9173306566,Chinese,02/26/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,68,C,02/26/2024,10/09/2024,Cycle Inspection / Re-inspection,40.686122769244,-73.974392278882,302,35,018100,3335280,3021150001,BK68,
50091787,JAMAICA POOL & PIZZA,Queens,17903,JAMAICA AVE,11432,3475617792,Pizza,02/21/2020,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10C,Lighting Inadequate,Not Critical,74,N,,10/09/2024,Pre-permit (Operational) / Re-inspection,40.708112968378,-73.782175499641,412,27,046800,4211564,4098950009,QN61,
50115645,JUST SALAD 1412 BROADWAY,Manhattan,1412,BROADWAY,10018,5165082187,Salads,03/17/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,03/17/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.753703816993,-73.98704594334,105,04,011300,1080611,1008150014,MN17,
40397492,MANHATTAN DINER,Manhattan,2532,BROADWAY,10025,2129320068,American,10/06/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,10/06/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.793763679678,-73.972418531085,107,06,018300,1033684,1012420040,MN12,
50101167,SANT AMBROEUS,Manhattan,200,VESEY STREET,10281,2127320907,Italian,10/11/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,13,A,10/11/2023,10/09/2024,Cycle Inspection / Re-inspection,40.714439645901,-74.015493110018,101,01,031703,1000059,1000160140,MN25,
50108836,NEW UTRECHT CHINA KING,Brooklyn,6805,NEW UTRECHT AVENUE,11219,7182561356,Chinese,11/19/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,29,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.621115515561,-73.998415040676,311,43,026200,3134842,3055740009,BK28,
50125601,Burger & Shake Co,Manhattan,1625,AMSTERDAM AVENUE,10031,9175802855,American,10/04/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,,,10/09/2024,Cycle Inspection / Initial Inspection,40.822315069986,-73.94972352223,109,09,022700,1061193,1020570029,MN04,
50079488,JOE & THE JUICE GREENWICH ST,Manhattan,295,GREENWICH STREET,10007,9179721892,Coffee/Tea,09/27/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,65,C,09/27/2022,10/09/2024,Cycle Inspection / Re-inspection,40.716001936603,-74.011016780261,101,01,002100,1066187,1001377502,MN24,
50113864,TENZAN,Manhattan,1714,2 AVENUE,10128,2123693600,Japanese,08/29/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,0,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.779705890825,-73.950394928663,108,05,014602,1050100,1015510050,MN32,
41608854,GAL BI MA EUL,Queens,19403,NORTHERN BOULEVARD,11358,7188192171,Korean,06/29/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,,,10/09/2024,Cycle Inspection / Initial Inspection,40.757907565662,-73.787455337287,411,19,118100,4121140,4053700002,QN48,
